Авиакомпания,Аэропорт вылета,Аэропорт прилета,День недели,Месяц,Время вылета,Время прилета,Продолжительность полета,Задержка прилета
Airline_C,JFK,DFW,Четверг,Январь,3,6,4.305099686819527,4.3998200270456
Airline_A,LAX,LAX,Понедельник,Апрель,22,23,4.1688592893670355,169.11703007686657
Airline_A,DEN,DEN,Понедельник,Июнь,13,17,5.460672791654993,113.86517094972902
Airline_C,JFK,DFW,Пятница,Июль,18,22,2.3070877433602486,125.37872611963019
Airline_C,JFK,DEN,Пятница,Июль,2,3,2.035159250271194,87.8479628995926
Airline_B,ORD,ORD,Среда,Июль,13,17,1.3231452172794174,-105.16581075917696
Airline_C,DFW,LAX,Воскресенье,Март,7,8,2.5441086239394686,97.33700913784585
Airline_B,LAX,DFW,Суббота,Июнь,23,1,1.551712372019967,21.805927810802885
Airline_B,LAX,ORD,Четверг,Август,0,3,3.3565589211768887,-12.748472277063719
Airline_B,DEN,ORD,Понедельник,Апрель,9,11,3.4473027562526006,-103.46805132108864
Airline_B,DEN,DEN,Пятница,Август,17,22,3.9655179182347666,43.4487069281581
Airline_B,LAX,ORD,Суббота,Февраль,15,20,2.3773484772303117,-60.637500539611814
Airline_A,DEN,LAX,Четверг,Октябрь,7,12,2.258226813259983,14.8877049227952
Airline_C,ORD,LAX,Пятница,Сентябрь,0,1,1.2434670440667601,17.688176740844966
Airline_B,LAX,JFK,Пятница,Сентябрь,11,15,4.457764612704134,-39.448003319910484
Airline_C,DEN,LAX,Понедельник,Август,7,9,1.759520148716944,55.73307263206164
Airline_C,LAX,ORD,Понедельник,Октябрь,23,1,3.205988184188473,-33.12800440732681
Airline_B,DFW,LAX,Пятница,Октябрь,15,17,1.709296127140768,-159.23311537192197
Airline_A,JFK,DEN,Вторник,Январь,17,19,4.0211498233494165,-208.55246828900738
Airline_B,LAX,JFK,Пятница,Февраль,3,8,2.418932977983946,38.206076189214706
Airline_A,JFK,ORD,Суббота,Июнь,5,7,1.7758650652027868,-92.33279431866535
Airline_C,DEN,JFK,Пятница,Октябрь,11,15,3.3387329557744314,-172.65227358795957
Airline_A,JFK,ORD,Среда,Май,8,13,3.5637371014453993,52.218086920920705
Airline_A,LAX,DEN,Воскресенье,Декабрь,14,16,2.204979232825911,-22.808652992572394
Airline_A,DFW,JFK,Среда,Сентябрь,15,16,1.7419953911261723,-71.78099596734155
Airline_C,DEN,DFW,Среда,Май,23,2,4.052279103268759,46.44641598134659
Airline_C,LAX,ORD,Вторник,Февраль,11,14,2.8525426448755002,136.41235382839434
Airline_A,DEN,DFW,Вторник,Октябрь,23,2,1.1981963864216683,150.82249033022188
Airline_A,ORD,JFK,Пятница,Апрель,22,3,5.87439803170833,15.531418881716661
Airline_B,JFK,DFW,Среда,Сентябрь,13,15,3.3525292413005174,-80.11981680882073
Airline_A,ORD,DFW,Вторник,Январь,12,17,4.722683574474487,51.170923073939065
Airline_B,LAX,JFK,Понедельник,Ноябрь,1,5,4.319225297786188,93.0014847517831
Airline_A,DFW,DEN,Пятница,Январь,2,3,4.905911671234648,11.691412499283079
Airline_B,DEN,DFW,Суббота,Декабрь,23,0,3.1266371255183745,-88.71142575678255
Airline_C,JFK,DFW,Воскресенье,Июль,21,0,1.1785197892725987,-143.83031072901275
Airline_A,DEN,DEN,Четверг,Ноябрь,9,12,2.4930301251588025,-5.8674859825749515
Airline_A,LAX,DFW,Пятница,Март,8,11,1.0819384390381461,15.154046894109193
Airline_A,DEN,DFW,Четверг,Октябрь,19,21,2.195980184701762,-45.30222935149241
Airline_A,JFK,DFW,Среда,Февраль,7,11,4.943766382212014,-14.01568327560149
Airline_B,LAX,LAX,Воскресенье,Сентябрь,9,13,1.976489661147887,-95.89080394171715
Airline_A,DEN,DEN,Четверг,Март,18,22,4.376259329330422,-123.33395261676773
Airline_C,DFW,DFW,Среда,Февраль,2,6,5.9232860210139355,-12.54285541075022
Airline_C,LAX,DEN,Понедельник,Декабрь,23,2,4.544824675673432,-90.25435487605075
Airline_A,LAX,ORD,Четверг,Август,4,5,4.269742465873767,-199.82132284735297
Airline_C,DFW,ORD,Воскресенье,Октябрь,2,5,2.7023987210805984,-162.6723252157776
Airline_A,ORD,DFW,Пятница,Июнь,15,19,5.658901806574857,-137.7872486978234
Airline_A,JFK,DEN,Среда,Июнь,16,19,4.989125319108734,71.12598967661833
Airline_C,ORD,DEN,Пятница,Октябрь,14,18,4.265047287409283,60.62402339606511
Airline_A,DEN,DEN,Воскресенье,Ноябрь,2,7,5.672059502661735,-103.22693220669386
Airline_C,DFW,LAX,Вторник,Июль,11,12,5.052023755029447,-81.49951373969964
Airline_B,ORD,ORD,Среда,Июль,8,13,1.1136460386967193,95.76983741053783
Airline_A,LAX,DEN,Четверг,Ноябрь,20,22,2.0039183749510934,94.52633836955563
Airline_B,DEN,DEN,Среда,Июнь,11,14,5.999460681059674,-76.42826275987902
Airline_C,DEN,LAX,Пятница,Апрель,14,16,5.802273697147478,176.4330689548904
Airline_B,ORD,LAX,Понедельник,Ноябрь,1,4,3.786723014733541,0.4991004566695949
Airline_B,ORD,DEN,Среда,Сентябрь,22,3,5.50972607528818,84.16097488471745
Airline_C,DFW,JFK,Четверг,Июнь,17,21,2.30006708290544,-32.63498871775698
Airline_B,JFK,DEN,Вторник,Апрель,19,23,4.151264284462676,107.28592122948716
Airline_B,ORD,DEN,Суббота,Декабрь,11,14,4.284674738846464,-97.08680842245879
Airline_C,ORD,LAX,Понедельник,Март,22,2,4.375971221929139,-34.99130310004398
Airline_B,LAX,LAX,Вторник,Апрель,3,8,4.756310096980294,116.77750437488929
Airline_C,DEN,DEN,Среда,Март,22,2,3.5396617889031523,-240.02123306223905
Airline_B,JFK,DEN,Пятница,Февраль,15,20,5.077483626555483,-22.330983739670824
Airline_C,LAX,DEN,Воскресенье,Май,22,0,4.018029008958912,-41.60400975964529
Airline_C,DFW,LAX,Пятница,Февраль,15,20,1.1023321795340633,7.883939190650473
Airline_B,DFW,DEN,Четверг,Июнь,0,1,4.410498713697379,123.45642003165105
Airline_B,ORD,DEN,Пятница,Март,21,22,5.933192917049018,143.58153709985805
Airline_B,ORD,DFW,Понедельник,Июнь,1,2,4.637402481209222,7.538716884832571
Airline_A,DFW,JFK,Пятница,Ноябрь,2,5,3.801825899875515,15.271569159586125
Airline_A,ORD,ORD,Четверг,Октябрь,20,23,2.4663745945045488,-8.723772540604251
Airline_A,JFK,JFK,Суббота,Сентябрь,19,22,2.361666083195043,59.40372033398695
Airline_C,ORD,DFW,Среда,Январь,16,21,5.1084003727166225,138.03583829634556
Airline_B,DEN,ORD,Воскресенье,Июнь,19,22,2.8759330221862047,-137.15074743841572
Airline_C,ORD,DEN,Среда,Сентябрь,21,23,2.783160029027903,-32.19118898694448
Airline_A,LAX,DFW,Пятница,Ноябрь,20,21,1.1681180975977252,-3.692136537047933
Airline_B,JFK,DEN,Вторник,Апрель,0,5,5.512260563876261,89.72327667928677
Airline_C,LAX,LAX,Среда,Ноябрь,19,20,5.4873748079212445,18.32487026869033
Airline_B,LAX,DFW,Суббота,Декабрь,5,8,2.625091552686529,102.658602905051
Airline_C,DEN,LAX,Пятница,Февраль,14,19,2.9461868939912614,114.2638588134756
Airline_B,JFK,DFW,Воскресенье,Апрель,13,17,2.5797714417624795,68.79797388919557
Airline_A,JFK,DFW,Четверг,Январь,19,21,3.5402172667786185,-112.9299314415892
Airline_A,JFK,LAX,Суббота,Март,14,17,4.050322932934664,177.63775623925
Airline_B,JFK,ORD,Пятница,Октябрь,13,16,3.062907476018024,132.68714166102424
Airline_C,JFK,JFK,Суббота,Сентябрь,20,22,5.187346791326789,25.61477009629326
Airline_A,DEN,DEN,Среда,Октябрь,23,1,1.0324707716917483,-157.0003093126505
Airline_A,ORD,DFW,Воскресенье,Май,4,8,4.743352895570013,-153.8580700229488
Airline_A,LAX,DEN,Четверг,Ноябрь,5,8,1.7233303039939631,-23.280594808145864
Airline_B,JFK,LAX,Пятница,Июнь,16,19,5.136056234431643,-81.27235829679302
Airline_B,ORD,DEN,Понедельник,Март,10,11,5.836078900795281,-154.6942517021385
Airline_C,ORD,LAX,Четверг,Май,15,20,1.1547860348461119,-188.94861593754223
Airline_C,LAX,DEN,Понедельник,Ноябрь,11,16,1.301175586997359,-56.60127162350335
Airline_C,DEN,JFK,Суббота,Август,14,15,1.248976899161365,-52.65912911620846
Airline_B,DFW,JFK,Вторник,Июнь,22,3,5.372307098573048,99.52908184562301
Airline_B,DFW,JFK,Четверг,Апрель,3,5,2.254663765889962,15.227840751267145
Airline_C,ORD,JFK,Суббота,Февраль,17,22,1.4889509264384522,-35.08792152399228
Airline_C,LAX,JFK,Понедельник,Сентябрь,20,1,4.407407881354685,47.997226139061304
Airline_B,DFW,JFK,Среда,Декабрь,2,3,5.986569490779327,27.375091580659866
Airline_C,ORD,LAX,Среда,Январь,21,1,3.0559263501282254,62.476719232972584
Airline_A,DEN,DFW,Вторник,Январь,7,12,3.1421813763873514,-15.367263808848849
Airline_B,DFW,DEN,Четверг,Апрель,22,3,4.052825893908603,125.10114757242586
Airline_C,ORD,JFK,Четверг,Июль,2,6,2.625841194982376,88.82977542924009
Airline_B,ORD,LAX,Четверг,Январь,7,8,1.0545092774137195,-1.748367525303843
Airline_A,JFK,LAX,Суббота,Сентябрь,17,21,5.836439737376123,26.876549230647335
Airline_B,DEN,LAX,Воскресенье,Апрель,9,10,1.5119386306819278,150.47409912892567
Airline_B,JFK,DFW,Воскресенье,Март,19,21,5.527007624581533,-108.71970531771397
Airline_B,LAX,DEN,Вторник,Январь,16,17,3.5615945077121944,-134.98598080802404
Airline_B,JFK,DFW,Четверг,Октябрь,7,9,1.1708137063062107,-58.533110937808004
Airline_A,JFK,ORD,Суббота,Апрель,22,0,4.197690303114488,-71.23128127744508
Airline_B,DFW,LAX,Среда,Сентябрь,10,11,2.318817322873005,69.42850896265328
Airline_B,ORD,ORD,Понедельник,Октябрь,4,7,4.593496415821852,-43.95190365779477
Airline_C,DEN,JFK,Суббота,Июнь,12,13,2.2101177759402146,35.15704580584484
Airline_B,JFK,JFK,Воскресенье,Июнь,20,1,1.1163317271332613,-26.88263209161043
Airline_C,DEN,DFW,Воскресенье,Январь,22,3,1.9701168864184322,-86.07874282347208
Airline_A,JFK,DEN,Среда,Октябрь,4,7,2.0219818148096227,-103.34087629978022
Airline_A,LAX,ORD,Среда,Февраль,23,1,3.802697405336022,-77.2744984764911
Airline_A,JFK,DEN,Понедельник,Ноябрь,12,15,5.788035149575022,-23.795872076540686
Airline_A,DFW,DFW,Среда,Июнь,5,10,4.297214113845096,14.185844503519988
Airline_C,ORD,JFK,Вторник,Февраль,4,7,4.135626616007313,38.945088075236285
Airline_B,LAX,DEN,Понедельник,Март,8,9,4.145628646705424,-69.40615391007205
Airline_A,JFK,DEN,Среда,Апрель,15,18,1.6974316172371924,-165.9784038197904
Airline_B,DEN,JFK,Пятница,Ноябрь,1,3,4.642806591086174,136.05427427344614
Airline_C,LAX,ORD,Суббота,Май,0,1,5.7827456742513865,-28.794428447129842
Airline_C,LAX,JFK,Среда,Сентябрь,7,11,5.937481172399105,-49.183804333146895
Airline_C,JFK,DEN,Вторник,Декабрь,18,23,2.691927363266592,167.7755011749753
Airline_A,LAX,ORD,Четверг,Апрель,10,15,1.1558515365514435,73.22634286681594
Airline_B,DEN,ORD,Среда,Ноябрь,11,14,5.24344261676541,39.06835679948615
Airline_B,LAX,JFK,Воскресенье,Сентябрь,11,12,3.8421937308731144,-22.126666330960315
Airline_B,DEN,DEN,Воскресенье,Ноябрь,6,10,1.2093060758342085,58.067347450985565
Airline_C,JFK,DFW,Воскресенье,Октябрь,12,13,1.0725223169544815,-22.73073230341918
Airline_A,ORD,DEN,Четверг,Март,7,12,5.70328005404225,125.69554094249138
Airline_C,LAX,LAX,Воскресенье,Август,21,22,3.402526355490142,159.4210796558729
Airline_C,ORD,DFW,Пятница,Декабрь,8,12,2.920040052545904,252.83000556282514
Airline_B,DEN,ORD,Среда,Январь,6,9,5.650255071093661,11.782188012220423
Airline_C,LAX,DFW,Воскресенье,Ноябрь,20,22,3.0904189777916606,-233.82661400002692
Airline_B,DFW,ORD,Понедельник,Сентябрь,23,0,1.9478565672536607,-118.719344432151
Airline_A,ORD,ORD,Четверг,Сентябрь,14,16,3.258557263640246,199.18742704848577
Airline_B,LAX,DFW,Пятница,Октябрь,1,6,1.3372124904062859,29.54127201676296
Airline_A,ORD,ORD,Понедельник,Февраль,22,1,5.402260413683542,53.52790505177966
Airline_B,LAX,ORD,Понедельник,Апрель,19,22,5.051224296404313,-82.21857319203033
Airline_C,JFK,LAX,Понедельник,Август,11,12,4.496515422230605,-110.69634278834553
Airline_C,ORD,DEN,Понедельник,Июль,0,3,4.123318491075292,193.25325365251595
Airline_A,DFW,DEN,Среда,Январь,22,23,4.400970326688352,-120.55659836662997
Airline_A,DFW,LAX,Воскресенье,Май,21,22,5.350709787992084,93.29345970539018
Airline_A,DEN,DFW,Суббота,Июль,7,9,2.7728400834265035,-128.52861465668474
Airline_B,LAX,JFK,Среда,Апрель,4,7,5.8031705116327315,26.417925177907545
Airline_B,ORD,JFK,Среда,Январь,14,15,3.153412882389088,73.63952157596371
Airline_A,DEN,JFK,Пятница,Сентябрь,0,2,5.366551187379226,59.51015986500251
Airline_C,ORD,LAX,Пятница,Май,0,4,5.373353161031831,-108.5684521663599
Airline_B,LAX,LAX,Воскресенье,Ноябрь,9,11,1.151410443936085,-8.821487184215657
Airline_B,DFW,ORD,Суббота,Февраль,21,23,1.7984535050511905,-184.55738056218078
Airline_B,JFK,JFK,Пятница,Август,9,10,1.7072283283354233,-96.88306539910855
Airline_A,DFW,DFW,Воскресенье,Ноябрь,20,1,5.190381786297035,63.57261845491773
Airline_A,DEN,DFW,Воскресенье,Февраль,14,19,2.366721908593799,-47.371544882858444
Airline_A,JFK,JFK,Вторник,Март,16,21,3.1058050248565143,83.94561900070202
Airline_A,DEN,JFK,Суббота,Октябрь,21,23,3.628206597093044,111.67414612525216
Airline_A,LAX,JFK,Пятница,Январь,5,6,2.12137192454862,102.05141420750633
Airline_C,JFK,LAX,Суббота,Ноябрь,2,5,2.985934168624918,-199.80024597650535
Airline_C,DEN,LAX,Среда,Февраль,12,14,3.780682074687862,-64.72752675538692
Airline_A,LAX,LAX,Среда,Июль,15,17,4.390238549583995,65.1235396850649
Airline_B,DFW,DEN,Суббота,Октябрь,7,8,1.5785639322793545,76.16148428241708
Airline_A,LAX,DFW,Вторник,Февраль,14,18,1.9113418162164089,282.3255639288247
Airline_C,ORD,DFW,Вторник,Июнь,16,18,3.554099280395826,-155.9744204557279
Airline_C,LAX,ORD,Суббота,Март,16,20,2.174498486397955,114.78532422482864
Airline_B,LAX,LAX,Пятница,Апрель,21,1,4.378703355581159,72.97959607849685
Airline_C,ORD,DEN,Четверг,Ноябрь,12,17,3.8431448650297453,-167.75925939951293
Airline_A,DEN,DEN,Вторник,Август,16,17,1.6442130159896178,-124.9266972834576
Airline_B,DEN,DFW,Понедельник,Март,5,9,5.650724384333801,-12.478386013165128
Airline_A,LAX,LAX,Среда,Октябрь,16,17,2.8668214856884893,-160.57957533930698
Airline_A,ORD,ORD,Суббота,Июнь,15,20,5.893973057462505,-198.6246816506644
Airline_B,ORD,LAX,Понедельник,Январь,13,14,3.9197925717794364,-155.94866691343373
Airline_A,DFW,JFK,Суббота,Июль,12,14,1.094849193253156,2.4830972019883717
Airline_C,DEN,LAX,Воскресенье,Август,5,9,4.544126001963101,-40.670228825765065
Airline_A,JFK,JFK,Среда,Ноябрь,2,3,5.740509521218319,-90.37146896825155
Airline_B,DEN,JFK,Среда,Август,13,16,4.756926845127014,-50.763443707262056
Airline_B,DEN,ORD,Вторник,Март,13,14,1.6067162019700039,-140.8158752526876
Airline_B,DFW,DFW,Вторник,Октябрь,14,18,5.166787335183674,-70.26611888889788
Airline_A,JFK,LAX,Понедельник,Январь,7,12,4.797420553941665,-135.29429588430295
Airline_B,DFW,JFK,Воскресенье,Сентябрь,14,19,4.720111333514946,67.59503543101906
Airline_B,JFK,LAX,Суббота,Июнь,21,1,5.086135771549037,164.98434257740593
Airline_A,LAX,DFW,Воскресенье,Ноябрь,12,14,1.4638098246743763,-257.89353826864647
Airline_C,JFK,DFW,Среда,Сентябрь,16,18,4.173977399521804,8.113095143279395
Airline_A,DFW,DEN,Понедельник,Июль,20,1,3.337477045712972,-22.449202834867222
Airline_B,DEN,DFW,Четверг,Январь,23,4,5.018081092205685,-36.9277619228142
Airline_B,JFK,ORD,Понедельник,Декабрь,2,6,2.400329868410758,91.76158375782886
Airline_A,JFK,JFK,Пятница,Декабрь,5,7,2.5498769211562102,9.216643000022785
Airline_C,ORD,DEN,Понедельник,Январь,4,9,1.6195825928270868,-37.213415225029635
Airline_B,DEN,ORD,Воскресенье,Июнь,21,23,3.66349034512871,244.97205121322204
Airline_B,LAX,LAX,Пятница,Май,16,21,4.83629131310246,-2.399084886616272
Airline_B,DFW,JFK,Пятница,Сентябрь,22,23,2.21546290727573,186.0331970521752
Airline_A,LAX,DFW,Пятница,Февраль,1,4,1.1204818224384678,70.1798029405791
Airline_B,DEN,JFK,Четверг,Август,14,15,3.8515371718979257,-35.192126481426385
Airline_C,JFK,LAX,Понедельник,Ноябрь,4,9,3.1566128148926498,-18.952229195529092
Airline_B,JFK,DEN,Воскресенье,Май,19,22,1.9747600813361954,-52.27138421125173
Airline_B,DEN,DEN,Понедельник,Февраль,5,8,1.842538229398637,-148.73140831401577
Airline_C,JFK,DEN,Четверг,Октябрь,5,10,4.500876605889599,-66.5204966211844
Airline_B,JFK,DFW,Среда,Ноябрь,17,22,1.9814214249220252,-75.47482515401116
Airline_A,JFK,ORD,Вторник,Ноябрь,17,19,4.097376729108004,-14.363285005057985
Airline_A,DFW,ORD,Воскресенье,Декабрь,3,8,4.303065761175102,238.57505774266275
Airline_A,DFW,JFK,Воскресенье,Июнь,16,20,5.638224415040612,-97.0937066297549
Airline_C,ORD,DFW,Понедельник,Октябрь,13,18,3.3500068684731787,35.61364352449195
Airline_B,LAX,DEN,Вторник,Август,13,17,3.9283725519807917,-164.57080819514732
Airline_A,DEN,DEN,Суббота,Апрель,12,17,3.0656260881778175,145.30296334763003
Airline_C,DEN,LAX,Суббота,Февраль,6,8,5.549411832060964,-228.23234924116971
Airline_B,DEN,LAX,Четверг,Декабрь,11,15,4.590866267395114,92.30290175533092
Airline_C,ORD,DEN,Суббота,Ноябрь,22,23,4.652728123777224,-34.80380707598268
Airline_A,DFW,DEN,Воскресенье,Май,14,18,1.2556662233318145,6.76304210379455
Airline_A,ORD,DFW,Суббота,Декабрь,18,20,5.364566427519865,-57.23070357268887
Airline_A,DEN,ORD,Среда,Февраль,10,14,1.8436805296649776,-82.95607475363647
Airline_C,LAX,LAX,Среда,Февраль,14,19,5.19494276897016,-151.85615153966796
Airline_C,JFK,ORD,Среда,Июнь,11,16,1.8268678471733621,9.792624427200707
Airline_A,DFW,DFW,Суббота,Ноябрь,2,4,2.5626554229027425,-22.471799474100237
Airline_C,DFW,DEN,Четверг,Октябрь,16,19,3.762187511194082,-38.594676835193056
Airline_A,ORD,ORD,Пятница,Сентябрь,2,7,3.7136073662634717,76.81041125847494
Airline_A,DFW,DEN,Пятница,Апрель,18,19,4.207511495384879,-27.621416594822445
Airline_B,DEN,DEN,Вторник,Июнь,19,21,2.568812736433873,-116.45253880741028
Airline_C,DEN,JFK,Пятница,Июль,3,7,3.8677231528050924,274.9169596955277
Airline_A,ORD,ORD,Пятница,Ноябрь,2,6,4.43211623680193,32.81888431144455
Airline_A,DEN,ORD,Среда,Июнь,15,16,2.9665907702233167,7.337354094204824
Airline_C,LAX,DEN,Среда,Август,11,16,3.452215100101718,-56.120665725464335
Airline_B,ORD,DFW,Суббота,Апрель,7,9,1.1427856366678846,101.80335500970793
Airline_B,LAX,JFK,Вторник,Декабрь,23,0,5.389434680077673,-101.2522332840876
Airline_A,JFK,DEN,Понедельник,Январь,16,21,2.9517024063905373,-114.98730569716321
Airline_C,LAX,LAX,Воскресенье,Июль,6,8,4.319720849339854,179.379396826607
Airline_B,JFK,LAX,Вторник,Март,10,14,2.868098159867063,-23.81235798802266
Airline_C,JFK,JFK,Вторник,Июнь,17,19,4.88125068168189,-117.13399437508649
Airline_C,LAX,DFW,Четверг,Февраль,0,3,2.350186524331961,37.40256943951829
Airline_A,ORD,DEN,Суббота,Сентябрь,2,4,4.083257658050632,99.66151682621306
Airline_B,DEN,ORD,Четверг,Январь,3,6,3.7245579091588183,115.15051726847946
Airline_A,DEN,JFK,Вторник,Июнь,12,14,1.311512299013986,120.94525584515358
Airline_B,JFK,DFW,Вторник,Июнь,5,8,3.782923614257572,-162.99989982289298
Airline_B,JFK,ORD,Вторник,Май,13,17,1.442654848260433,97.80599336928432
Airline_B,ORD,LAX,Пятница,Май,4,9,3.4852667423426213,-48.374725246662024
Airline_B,DFW,LAX,Воскресенье,Январь,15,18,3.777909406748537,-40.63821123116085
Airline_B,LAX,ORD,Воскресенье,Октябрь,14,17,2.3823633310616277,107.53346757237841
Airline_C,JFK,JFK,Четверг,Декабрь,14,18,5.443127345322915,99.71855358610259
Airline_A,DEN,LAX,Вторник,Май,3,6,4.3761904687696225,43.35262941909309
Airline_C,ORD,DEN,Воскресенье,Февраль,7,8,4.36734051527728,-240.12649225245858
Airline_B,LAX,ORD,Среда,Июль,15,19,4.525946576901459,-19.020432794410755
Airline_A,ORD,ORD,Воскресенье,Март,15,16,1.8087994445011506,-82.75353631730945
Airline_B,LAX,LAX,Суббота,Апрель,3,7,4.361768311922566,20.431156820610965
Airline_A,LAX,JFK,Суббота,Март,12,15,4.524254720537737,120.4909896610245
Airline_C,JFK,DEN,Воскресенье,Март,12,13,2.6707273254426007,-37.065153066038874
Airline_A,ORD,JFK,Среда,Апрель,1,4,3.269439446303655,-108.42199340683044
Airline_A,ORD,DFW,Суббота,Май,2,6,4.277522804902393,112.21487173936126
Airline_A,DEN,DFW,Пятница,Январь,21,0,5.933413127023455,-27.294838353721104
Airline_A,DEN,LAX,Воскресенье,Апрель,7,8,4.723534573331088,-130.87814166799677
Airline_A,JFK,LAX,Пятница,Декабрь,23,0,1.5771866762233089,-47.556554433202045
Airline_B,JFK,LAX,Воскресенье,Декабрь,14,17,1.647720054420612,-8.335274414339565
Airline_A,DFW,DFW,Понедельник,Ноябрь,10,12,1.0292994431034184,-55.462857109277095
Airline_A,DEN,JFK,Понедельник,Август,8,12,4.618102965561697,68.53618592928252
Airline_C,LAX,JFK,Понедельник,Октябрь,6,10,2.5095088732242017,-294.7267581444195
Airline_A,ORD,LAX,Суббота,Июль,12,15,5.545749679779435,-78.86615200850805
Airline_C,JFK,DEN,Пятница,Сентябрь,1,3,4.359423826830817,57.99754654787014
Airline_B,ORD,JFK,Пятница,Май,7,8,2.081473897712942,19.962919655014556
Airline_A,ORD,DFW,Пятница,Октябрь,6,11,2.1933392336120523,109.48901818848395
Airline_C,DFW,ORD,Среда,Апрель,23,4,4.950744713212671,134.27741638346507
Airline_C,DEN,ORD,Пятница,Август,11,14,4.408699562270934,-165.58571383745837
Airline_B,JFK,ORD,Среда,Сентябрь,18,20,2.4666831558308644,-223.74445107955188
Airline_A,ORD,DEN,Понедельник,Июль,6,8,2.0527097898534388,-74.42149280229677
Airline_A,JFK,LAX,Понедельник,Июль,9,13,2.0375662295439807,-70.25404675276255
Airline_C,LAX,DFW,Суббота,Май,15,16,4.717181447046758,-142.74892158904737
Airline_A,DFW,DEN,Воскресенье,Апрель,2,4,2.538094664121111,54.79283957306291
Airline_C,LAX,DFW,Понедельник,Октябрь,9,14,1.5087059842162667,26.100736472927345
Airline_A,JFK,DFW,Воскресенье,Январь,5,6,4.243124530422668,-69.809477057466
Airline_C,JFK,LAX,Воскресенье,Октябрь,17,18,1.7447507316299222,-65.98105880863119
Airline_A,DEN,ORD,Суббота,Октябрь,17,20,3.168236579108492,-73.39215364354936
Airline_B,ORD,LAX,Вторник,Июль,4,6,4.18993474366102,-90.71810277299235
Airline_A,ORD,DEN,Вторник,Январь,20,23,3.4607121713482756,22.939420782335045
Airline_A,LAX,DEN,Четверг,Январь,6,8,2.286279862111941,-75.13214507557811
Airline_B,DFW,DEN,Суббота,Май,1,5,2.2474629812331464,-57.78464025785419
Airline_A,ORD,LAX,Четверг,Сентябрь,10,13,5.645237644553331,-51.883421845025595
Airline_B,DEN,DFW,Четверг,Июнь,12,15,2.6509717452185444,13.909896728462222
Airline_A,LAX,DFW,Вторник,Март,22,3,3.824517069799929,42.77430658646503
Airline_C,LAX,JFK,Суббота,Март,4,7,2.417708566972976,263.9526230394054
Airline_C,DEN,DEN,Вторник,Июль,5,7,4.07308509102615,62.10456207740636
Airline_A,DFW,DFW,Четверг,Июнь,23,4,2.273666384921458,27.717907438607615
Airline_A,DEN,JFK,Суббота,Сентябрь,13,16,5.980005463196817,-30.13219581542373
Airline_A,DFW,DFW,Четверг,Июнь,11,14,2.596258575232702,-79.75961075610195
Airline_C,DEN,DEN,Пятница,Май,3,7,3.70973708480102,-22.95163114211717
Airline_A,DEN,ORD,Воскресенье,Октябрь,22,1,3.0073578296254144,-119.48420518532555
Airline_C,JFK,DEN,Суббота,Июль,5,6,2.518205732182521,46.834269140211
Airline_B,LAX,LAX,Суббота,Январь,9,14,3.0375286575318032,-192.04579018731678
Airline_C,DEN,DFW,Воскресенье,Декабрь,17,18,3.569230212091448,42.25441422014116
Airline_C,DEN,DFW,Четверг,Июль,14,19,5.920770849636075,13.651229783699241
Airline_B,ORD,LAX,Пятница,Март,7,11,4.968419130500408,95.72227945186079
Airline_C,LAX,LAX,Среда,Сентябрь,8,11,5.540552675388924,-92.73539275135411
Airline_A,ORD,ORD,Воскресенье,Июнь,4,7,1.4582048052522159,-94.87223211542707
Airline_A,LAX,DFW,Вторник,Сентябрь,9,12,5.945017094248494,-56.74932575746997
Airline_C,ORD,DFW,Четверг,Май,19,0,2.673609831996695,43.686164423320406
Airline_A,DEN,ORD,Воскресенье,Июль,5,8,4.06489927953841,88.98558610085388
Airline_C,DEN,JFK,Воскресенье,Апрель,15,16,2.465725577667498,54.49603556752285
Airline_A,JFK,ORD,Суббота,Июль,23,2,1.240245018464304,230.16732274017562
Airline_A,ORD,DEN,Вторник,Январь,2,6,4.469804321448682,-8.825373481290661
Airline_C,DFW,DFW,Вторник,Июль,9,10,3.4554655720063616,-281.00493833305336
Airline_A,JFK,LAX,Вторник,Август,10,13,5.582144802814742,21.697553172221042
Airline_C,ORD,DEN,Воскресенье,Май,10,13,2.356770490349251,44.29723900681957
Airline_A,ORD,DFW,Среда,Февраль,16,18,1.1642704494559282,60.95751679187305
Airline_A,JFK,ORD,Понедельник,Май,3,8,3.5037194345899563,24.28192410024236
Airline_B,DEN,DEN,Четверг,Июнь,3,4,5.830202884345762,-58.390012357166206
Airline_B,ORD,DFW,Понедельник,Декабрь,16,18,3.664012228067602,159.30377472618488
Airline_C,DEN,JFK,Воскресенье,Февраль,8,12,5.338367865925216,-66.17547583756492
Airline_B,JFK,JFK,Понедельник,Июнь,18,23,4.935523022758857,-27.442857648104518
Airline_C,DEN,LAX,Воскресенье,Июнь,4,5,3.912207571249182,-78.8483281415946
Airline_B,LAX,DFW,Понедельник,Январь,21,0,3.2093483993840985,22.253172852446887
Airline_A,DFW,JFK,Вторник,Январь,23,0,3.039417585120363,125.94092698362445
Airline_C,ORD,ORD,Пятница,Ноябрь,5,8,4.741308708350762,-65.60789248574979
Airline_C,DFW,DFW,Вторник,Октябрь,2,7,1.8276102613491534,-50.57987420989987
Airline_A,DEN,ORD,Вторник,Март,21,0,5.967864565951356,-182.39739186964957
